,,,년월,전체 결과,전체 결과,전체 결과,전체 결과,전체 결과,전체 결과,2025-01,2025-01,2025-01,2025-01,2025-01,2025-01,2025-02,2025-02,2025-02,2025-02,2025-02,2025-02,2025-03,2025-03,2025-03,2025-03,2025-03,2025-03,2025-04,2025-04,2025-04,2025-04,2025-04,2025-04,2025-05,2025-05,2025-05,2025-05,2025-05,2025-05,2026-01,2026-01,2026-01,2026-01,2026-01,2026-01,2026-02,2026-02,2026-02,2026-02,2026-02,2026-02,2026-03,2026-03,2026-03,2026-03,2026-03,2026-03,2026-04,2026-04,2026-04,2026-04,2026-04,2026-04,2026-05,2026-05,2026-05,2026-05,2026-05,2026-05
,,,,총 매출액,총 매출액,총 매출액,매출 총 이익,매출 총 이익,매출 총 이익,총 매출액,총 매출액,총 매출액,매출 총 이익,매출 총 이익,매출 총 이익,총 매출액,총 매출액,총 매출액,매출 총 이익,매출 총 이익,매출 총 이익,총 매출액,총 매출액,총 매출액,매출 총 이익,매출 총 이익,매출 총 이익,총 매출액,총 매출액,총 매출액,매출 총 이익,매출 총 이익,매출 총 이익,총 매출액,총 매출액,총 매출액,매출 총 이익,매출 총 이익,매출 총 이익,총 매출액,총 매출액,총 매출액,매출 총 이익,매출 총 이익,매출 총 이익,총 매출액,총 매출액,총 매출액,매출 총 이익,매출 총 이익,매출 총 이익,총 매출액,총 매출액,총 매출액,매출 총 이익,매출 총 이익,매출 총 이익,총 매출액,총 매출액,총 매출액,매출 총 이익,매출 총 이익,매출 총 이익,총 매출액,총 매출액,총 매출액,매출 총 이익,매출 총 이익,매출 총 이익
,,,구조,2026-01-01,[-] 2025-01-01,"1~2기간
EGA,테넌트일반,I817,다솜쥬토피아생태체험관,"92,861,008","109,746,300",-15.4,"12,662,863","14,965,400",-15.4,,"27,580,800",-100.0,,"3,761,017",-100.0,,"27,838,500",-100.0,,"3,796,158",-100.0,,"22,318,000",-100.0,,"3,043,364",-100.0,,"13,791,000",-100.0,,"1,880,590",-100.0,,"18,218,000",-100.0,,"2,484,271",-100.0,"27,628,008",,0.0,"3,767,454",,0.0,"20,134,000",,0.0,"2,745,545",,0.0,"16,963,000",,0.0,"2,313,135",,0.0,"9,220,000",,0.0,"1,257,275",,0.0,"18,916,000",,0.0,"2,579,454",,0.0
EGA,테넌트일반,I820,솜사탕자판기,"21,265,100","16,135,000",31.8,"5,219,616","3,960,410",31.8,,"2,680,000",-100.0,,"657,818",-100.0,,"525,000",-100.0,,"128,864",-100.0,,"5,650,000",-100.0,,"1,386,818",-100.0,,"3,490,000",-100.0,,"856,637",-100.0,,"3,790,000",-100.0,,"930,273",-100.0,"3,510,000",,0.0,"861,546",,0.0,"2,595,000",,0.0,"636,954",,0.0,"3,360,000",,0.0,"824,728",,0.0,"7,115,000",,0.0,"1,746,409",,0.0,"4,685,100",,0.0,"1,149,979",,0.0
EGA,테넌트일반,I829,아티코드,"30,546,900",,0.0,"2,246,797",,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,025,800",,0.0,"147,332",,0.0,"3,807,700",,0.0,"289,527",,0.0,"837,100",,0.0,"60,879",,0.0,"21,302,300",,0.0,"1,549,258",,0.0,"2,574,000",,0.0,"199,801",,0.0
EGA,테넌트일반,I835,짐보리,"87,237,700","77,772,600",12.2,"11,102,980","9,898,329",12.2,,"15,215,000",-100.0,,"1,936,456",-100.0,,"20,630,000",-100.0,,"2,625,637",-100.0,,"11,028,000",-100.0,,"1,403,563",-100.0,,"11,529,000",-100.0,,"1,467,324",-100.0,,"19,370,600",-100.0,,"2,465,349",-100.0,"25,688,400",,0.0,"3,269,432",,0.0,"23,481,000",,0.0,"2,988,491",,0.0,"9,370,750",,0.0,"1,192,642",,0.0,"11,198,000",,0.0,"1,425,199",,0.0,"17,499,550",,0.0,"2,227,216",,0.0
EGA,테넌트일반,I845,레저로파크골프,"21,254,500",,0.0,"2,254,566",,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0.0,0,,0.0,"6,222,500",,0.0,"656,564",,0.0,"9,092,000",,0.0,"969,200",,0.0,"5,940,000",,0.0,"628,802",,0.0
EGA,테넌트일반,I869,바바라 네일샵,"10,541,000",,0.0,"862,445",,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,401,000",,0.0,"278,265",,0.0,"3,390,000",,0.0,"277,363",,0.0,"3,750,000",,0.0,"306,817",,0.0
EGA,테넌트일반,I873,리턴마켓,"108,786,637",,0.0,"9,889,694",,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"35,404,530",,0.0,"3,218,593",,0.0,"20,506,700",,0.0,"1,864,246",,0.0,"52,875,407",,0.0,"4,806,855",,0.0
EGA,테넌트일반,I887,영풍문고,"854,475,680","930,762,640",-8.2,"75,351,291","81,708,139",-7.8,,"200,920,340",-100.0,,"17,653,379",-100.0,,"193,755,580",-100.0,,"16,958,045",-100.0,,"232,766,680",-100.0,,"20,491,129",-100.0,,"140,036,060",-100.0,,"12,304,298",-100.0,,"163,283,980",-100.0,,"14,301,288",-100.0,"167,488,850",,0.0,"14,765,257",,0.0,"183,755,210",,0.0,"16,202,970",,0.0,"215,403,230",,0.0,"19,044,983",,0.0,"128,499,320",,0.0,"11,326,224",,0.0,"159,329,070",,0.0,"14,011,857",,0.0
EGA,테넌트일반,I888,교보문고,"616,724,570","554,614,650",11.2,"42,274,550","37,943,069",11.4,,"118,931,230",-100.0,,"8,142,152",-100.0,,"112,272,760",-100.0,,"7,685,964",-100.0,,"131,916,780",-100.0,,"9,050,127",-100.0,,"90,479,390",-100.0,,"6,193,004",-100.0,,"101,014,490",-100.0,,"6,871,822",-100.0,"121,009,440",,0.0,"8,289,820",,0.0,"135,122,500",,0.0,"9,258,077",,0.0,"148,867,270",,0.0,"10,220,299",,0.0,"101,288,840",,0.0,"6,950,878",,0.0,"110,436,520",,0.0,"7,555,476",,0.0
EGA,테넌트일반,I889,스포츠아카데미,"56,316,500","35,636,500",58.0,"5,119,682","3,239,685",58.0,,"41,000",-100.0,,"3,729",-100.0,,"14,058,000",-100.0,,"1,278,001",-100.0,,"6,570,000",-100.0,,"597,273",-100.0,,"7,344,500",-100.0,,"667,682",-100.0,,"7,623,000",-100.0,,"693,000",-100.0,"12,340,000",,0.0,"1,121,818",,0.0,,,,,,,"12,520,000",,0.0,"1,138,182",,0.0,"21,020,000",,0.0,"1,910,909",,0.0,"10,436,500",,0.0,"948,773",,0.0
EGA,테넌트일반,I890,모양가발,"90,984,500","81,643,700",11.4,"19,024,027","17,070,957",11.4,,"18,065,400",-100.0,,"3,777,311",-100.0,,"14,678,300",-100.0,,"3,069,099",-100.0,,"18,650,000",-100.0,,"3,899,545",-100.0,,"15,040,000",-100.0,,"3,144,728",-100.0,,"15,210,000",-100.0,,"3,180,274",-100.0,"20,919,300",,0.0,"4,374,034",,0.0,"16,152,600",,0.0,"3,377,363",,0.0,"20,615,000",,0.0,"4,310,407",,0.0,"18,066,300",,0.0,"3,777,498",,0.0,"15,231,300",,0.0,"3,184,725",,0.0
EGA,테넌트일반,I891,헬로방방,"17,224,400","21,404,400",-19.5,"1,722,440","2,140,440",-19.5,,"5,165,000",-100.0,,"516,500",-100.0,,"4,806,500",-100.0,,"480,650",-100.0,,"5,152,700",-100.0,,"515,270",-100.0,,"2,473,200",-100.0,,"247,320",-100.0,,"3,807,000",-100.0,,"380,700",-100.0,"4,211,300",,0.0,"421,130",,0.0,"3,943,000",,0.0,"394,300",,0.0,"3,556,500",,0.0,"355,650",,0.0,"1,946,100",,0.0,"194,610",,0.0,"3,567,500",,0.0,"356,750",,0.0
EGA,테넌트일반,I899,블럭버스,"52,099,000","53,026,200",-1.7,"7,104,404","7,230,850",-1.7,,"13,928,600",-100.0,,"1,899,359",-100.0,,"9,831,900",-100.0,,"1,340,712",-100.0,,"10,672,600",-100.0,,"1,455,354",-100.0,,"6,828,000",-100.0,,"931,091",-100.0,,"11,765,100",-100.0,,"1,604,334",-100.0,"11,614,000",,0.0,"1,583,727",,0.0,"11,233,500",,0.0,"1,531,839",,0.0,"11,047,500",,0.0,"1,506,476",,0.0,"6,278,500",,0.0,"856,156",,0.0,"11,925,500",,0.0,"1,626,206",,0.0
EGA,테넌트일반,I901,인더캡슐,"52,281,960",,0.0,"4,752,904",,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"27,303,160",,0.0,"2,482,103",,0.0,"24,978,800",,0.0,"2,270,801",,0.0
EGA,테넌트일반,I925,휴대폰케이스,"1,397,990",,0.0,"254,180",,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,397,990",,0.0,"254,180",,0.0
EGA,테넌트일반,I961,피치스트로베리,"28,673,000",,0.0,"4,691,946",,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"28,673,000",,0.0,"4,691,946",,0.0
EGA,테넌트일반,T444,씨지브이(CGV),"1,921,574,125","1,044,122,722",84.0,"214,834,086","111,925,009",91.9,,"288,160,138",-100.0,,"30,573,996",-100.0,,"162,085,392",-100.0,,"17,244,842",-100.0,,"138,026,907",-100.0,,"14,237,739",-100.0,,"167,606,070",-100.0,,"18,279,669",-100.0,,"288,244,215",-100.0,,"31,588,763",-100.0,"328,111,741",,0.0,"36,749,725",,0.0,"431,243,221",,0.0,"48,048,745",,0.0,"457,672,088",,0.0,"50,755,435",,0.0,"277,040,367",,0.0,"31,330,678",,0.0,"427,506,708",,0.0,"47,949,503",,0.0
EGA,테넌트일반,T515,플레이타임,"324,259,480","362,858,610",-10.6,"35,373,762","39,584,580",-10.6,,"91,334,400",-100.0,,"9,963,752",-100.0,,"90,618,560",-100.0,,"9,885,662",-100.0,,"70,697,850",-100.0,,"7,712,495",-100.0,,"45,039,600",-100.0,,"4,913,410",-100.0,,"65,168,200",-100.0,,"7,109,261",-100.0,"88,512,140",,0.0,"9,655,869",,0.0,"79,008,190",,0.0,"8,619,073",,0.0,"52,583,450",,0.0,"5,736,378",,0.0,"41,500,650",,0.0,"4,527,344",,0.0,"62,655,050",,0.0,"6,835,098",,0.0
EGA,테넌트일반,T680,브루미즈,"50,184,500","59,811,920",-16.1,"9,124,452","10,874,891",-16.1,,"12,742,300",-100.0,,"2,316,784",-100.0,,"13,333,500",-100.0,,"2,424,273",-100.0,,"13,484,000",-100.0,,"2,451,636",-100.0,,"9,072,620",-100.0,,"1,649,565",-100.0,,"11,179,500",-100.0,,"2,032,633",-100.0,"11,829,500",,0.0,"2,150,816",,0.0,"10,351,600",,0.0,"1,882,111",,0.0,"10,765,000",,0.0,"1,957,274",,0.0,"7,132,400",,0.0,"1,296,796",,0.0,"10,106,000",,0.0,"1,837,455",,0.0
EGA,테넌트일반,T691,영풍문고,"497,857,120","498,766,580",-0.2,"31,681,807","31,739,685",-0.2,,"108,060,850",-100.0,,"6,876,595",-100.0,,"111,437,660",-100.0,,"7,091,484",-100.0,,"114,483,040",-100.0,,"7,285,283",-100.0,,"80,764,050",-100.0,,"5,139,533",-100.0,,"84,020,980",-100.0,,"5,346,790",-100.0,"107,291,390",,0.0,"6,827,634",,0.0,"101,578,920",,0.0,"6,464,111",,0.0,"121,862,780",,0.0,"7,754,904",,0.0,"77,422,480",,0.0,"4,926,883",,0.0,"89,701,550",,0.0,"5,708,275",,0.0
EGA,테넌트일반,T696,크리스챤바바라,"5,560,000","15,223,000",-63.5,"1,010,913","2,767,821",-63.5,,"3,249,000",-100.0,,"590,728",-100.0,,"3,310,000",-100.0,,"601,818",-100.0,,"2,932,000",-100.0,,"533,093",-100.0,,"2,369,000",-100.0,,"430,729",-100.0,,"3,363,000",-100.0,,"611,453",-100.0,"3,135,000",,0.0,"570,003",,0.0,"2,425,000",,0.0,"440,910",,0.0,,,,,,,,,,,,,,,,,,
EGA,테넌트일반,T698,엠프파트너스,"121,707,000","70,316,000",73.1,"25,447,829","14,702,437",73.1,,"11,309,000",-100.0,,"2,364,608",-100.0,,"17,005,000",-100.0,,"3,555,593",-100.0,,"13,005,000",-100.0,,"2,719,228",-100.0,,"13,491,000",-100.0,,"2,820,845",-100.0,,"15,506,000",-100.0,,"3,242,163",-100.0,"24,098,000",,0.0,"5,038,673",,0.0,"16,367,000",,0.0,"3,422,190",,0.0,"23,640,000",,0.0,"4,942,911",,0.0,"31,251,000",,0.0,"6,534,300",,0.0,"26,351,000",,0.0,"5,509,755",,0.0
EGA,테넌트일반,T699,알로안경점,"58,543,200","50,620,800",15.7,"11,708,640","10,124,160",15.7,,"9,493,800",-100.0,,"1,898,760",-100.0,,"7,151,000",-100.0,,"1,430,200",-100.0,,"11,262,000",-100.0,,"2,252,400",-100.0,,"9,983,000",-100.0,,"1,996,600",-100.0,,"12,731,000",-100.0,,"2,546,200",-100.0,"8,943,000",,0.0,"1,788,600",,0.0,"9,605,200",,0.0,"1,921,040",,0.0,"13,175,000",,0.0,"2,635,000",,0.0,"11,325,000",,0.0,"2,265,000",,0.0,"15,495,000",,0.0,"3,099,000",,0.0
EGA,테넌트일반,T700,엠제이실용음악학원,"33,660,000","30,830,000",9.2,"4,590,000","4,204,094",9.2,,"6,070,000",-100.0,,"827,727",-100.0,,"5,480,000",-100.0,,"747,274",-100.0,,"6,160,000",-100.0,,"840,000",-100.0,,"6,590,000",-100.0,,"898,638",-100.0,,"6,530,000",-100.0,,"890,455",-100.0,"7,200,000",,0.0,"981,817",,0.0,"5,520,000",,0.0,"752,728",,0.0,"7,460,000",,0.0,"1,017,273",,0.0,"6,720,000",,0.0,"916,362",,0.0,"6,760,000",,0.0,"921,820",,0.0
EGA,테넌트일반,T722,로하스테크,"4,421,000","9,103,400",-51.4,"1,205,728","2,482,746",-51.4,,"2,057,700",-100.0,,"561,191",-100.0,,"2,016,500",-100.0,,"549,955",-100.0,,"2,033,200",-100.0,,"554,509",-100.0,,"1,472,000",-100.0,,"401,455",-100.0,,"1,524,000",-100.0,,"415,636",-100.0,"903,000",,0.0,"246,273",,0.0,"718,000",,0.0,"195,818",,0.0,"1,076,000",,0.0,"293,455",,0.0,"571,000",,0.0,"155,727",,0.0,"1,153,000",,0.0,"314,455",,0.0
EGA,테넌트일반,T810,예스24,"916,666,850","1,020,661,720",-10.2,"50,000,020","55,672,451",-10.2,,"226,891,460",-100.0,,"12,375,895",-100.0,,"212,966,030",-100.0,,"11,616,327",-100.0,,"228,739,950",-100.0,,"12,476,725",-100.0,,"164,798,180",-100.0,,"8,988,991",-100.0,,"187,266,100",-100.0,,"10,214,513",-100.0,"180,702,205",,0.0,"9,856,486",,0.0,"188,638,020",,0.0,"10,289,346",,0.0,"201,727,770",,0.0,"11,003,333",,0.0,"155,637,770",,0.0,"8,489,335",,0.0,"189,961,085",,0.0,"10,361,520",,0.0
EGA,테넌트일반,#,지정되지 않음,"3,699,587,856","3,657,488,228",1.2,"3,305,115,867","3,257,985,432",1.4,,"755,692,007",-100.0,,"663,574,094",-100.0,,"725,334,503",-100.0,,"647,653,844",-100.0,,"726,542,763",-100.0,,"647,945,250",-100.0,,"724,709,952",-100.0,,"648,596,508",-100.0,,"725,209,003",-100.0,,"650,215,736",-100.0,"756,638,020",,0.0,"674,045,313",,0.0,"723,882,936",,0.0,"644,382,165",,0.0,"749,395,172",,0.0,"670,069,298",,0.0,"744,170,622",,0.0,"667,055,182",,0.0,"725,501,106",,0.0,"649,563,909",,0.0
FAA,모던 특정,결과,,"43,534,985,760","39,714,721,613",9.6,"6,006,945,150","5,673,903,705",5.9,,"7,704,142,346",-100.0,,"1,119,680,550",-100.0,,"7,253,059,310",-100.0,,"1,117,300,334",-100.0,,"8,423,466,432",-100.0,,"1,170,059,120",-100.0,,"7,197,818,577",-100.0,,"1,034,230,228",-100.0,,"9,136,234,948",-100.0,,"1,232,633,473",-100.0,"8,058,485,059",,0.0,"1,151,747,263",,0.0,"8,013,892,915",,0.0,"1,132,309,458",,0.0,"8,916,722,779",,0.0,"1,196,234,339",,0.0,"7,866,527,715",,0.0,"1,109,095,199",,0.0,"10,679,357,292",,0.0,"1,417,558,891",,0.0
FAA,모던 특정,B845,모던하우스공통(MODERN HOUSE,"40,789,071,860","36,905,788,561",10.5,"3,878,913,540","3,500,113,246",10.8,,"7,126,948,696",-100.0,,"675,909,905",-100.0,,"6,632,160,225",-100.0,,"627,823,415",-100.0,,"7,868,738,655",-100.0,,"745,129,383",-100.0,,"6,684,062,424",-100.0,,"634,509,028",-100.0,,"8,593,878,561",-100.0,,"816,741,515",-100.0,"7,494,407,701",,0.0,"714,343,079",,0.0,"7,472,697,267",,0.0,"710,115,187",,0.0,"8,392,087,141",,0.0,"797,679,925",,0.0,"7,338,474,010",,0.0,"698,033,098",,0.0,"10,091,405,741",,0.0,"958,742,251",,0.0
FAA,모던 특정,C715,버터,"122,559,920","138,505,380",-11.5,"9,247,697","10,450,862",-11.5,,"30,884,310",-100.0,,"2,330,355",-100.0,,"26,794,260",-100.0,,"2,021,754",-100.0,,"29,950,380",-100.0,,"2,259,897",-100.0,,"21,968,990",-100.0,,"1,657,660",-100.0,,"28,907,440",-100.0,,"2,181,196",-100.0,"24,512,390",,0.0,"1,849,570",,0.0,"22,260,400",,0.0,"1,679,642",,0.0,"26,913,010",,0.0,"2,030,711",,0.0,"19,548,940",,0.0,"1,475,058",,0.0,"29,325,180",,0.0,"2,212,716",,0.0
FAA,모던 특정,#,지정되지 않음,"2,623,353,980","2,670,427,672",-1.8,"2,118,783,913","2,163,339,597",-2.1,,"546,309,340",-100.0,,"441,440,290",-100.0,,"594,104,825",-100.0,,"487,455,165",-100.0,,"524,777,397",-100.0,,"422,669,840",-100.0,,"491,787,163",-100.0,,"398,063,540",-100.0,,"513,448,947",-100.0,,"413,710,762",-100.0,"539,564,968",,0.0,"435,554,614",,0.0,"518,935,248",,0.0,"420,514,629",,0.0,"497,722,628",,0.0,"396,523,703",,0.0,"508,504,765",,0.0,"409,587,043",,0.0,"558,626,371",,0.0,"456,603,924",,0.0
