,,,년월,전체 결과,전체 결과,전체 결과,전체 결과,전체 결과,전체 결과,2025-01,2025-01,2025-01,2025-01,2025-01,2025-01,2025-02,2025-02,2025-02,2025-02,2025-02,2025-02,2025-03,2025-03,2025-03,2025-03,2025-03,2025-03,2025-04,2025-04,2025-04,2025-04,2025-04,2025-04,2025-05,2025-05,2025-05,2025-05,2025-05,2025-05,2026-01,2026-01,2026-01,2026-01,2026-01,2026-01,2026-02,2026-02,2026-02,2026-02,2026-02,2026-02,2026-03,2026-03,2026-03,2026-03,2026-03,2026-03,2026-04,2026-04,2026-04,2026-04,2026-04,2026-04,2026-05,2026-05,2026-05,2026-05,2026-05,2026-05
,,,,총 매출액,총 매출액,총 매출액,매출 총 이익,매출 총 이익,매출 총 이익,총 매출액,총 매출액,총 매출액,매출 총 이익,매출 총 이익,매출 총 이익,총 매출액,총 매출액,총 매출액,매출 총 이익,매출 총 이익,매출 총 이익,총 매출액,총 매출액,총 매출액,매출 총 이익,매출 총 이익,매출 총 이익,총 매출액,총 매출액,총 매출액,매출 총 이익,매출 총 이익,매출 총 이익,총 매출액,총 매출액,총 매출액,매출 총 이익,매출 총 이익,매출 총 이익,총 매출액,총 매출액,총 매출액,매출 총 이익,매출 총 이익,매출 총 이익,총 매출액,총 매출액,총 매출액,매출 총 이익,매출 총 이익,매출 총 이익,총 매출액,총 매출액,총 매출액,매출 총 이익,매출 총 이익,매출 총 이익,총 매출액,총 매출액,총 매출액,매출 총 이익,매출 총 이익,매출 총 이익,총 매출액,총 매출액,총 매출액,매출 총 이익,매출 총 이익,매출 총 이익
,,,구조,2026-01-01,[-] 2025-01-01,"1~2기간
R001/8202,야탑점,I820,솜사탕자판기,"8,210,000",,0.0,"2,015,183",,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,115,000",,0.0,"273,682",,0.0,"1,500,000",,0.0,"368,182",,0.0,"1,920,000",,0.0,"471,273",,0.0,"1,480,000",,0.0,"363,273",,0.0,"2,195,000",,0.0,"538,773",,0.0
R001/8202,야탑점,T698,엠프파트너스,"59,771,000",,0.0,"12,497,574",,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11,948,000",,0.0,"2,498,219",,0.0,"8,269,000",,0.0,"1,728,972",,0.0,"8,039,000",,0.0,"1,680,883",,0.0,"16,245,000",,0.0,"3,396,681",,0.0,"15,270,000",,0.0,"3,192,819",,0.0
R001/8202,야탑점,T827,빌레로이앤보흐,"76,051,720","105,157,300",-27.7,"13,827,586","19,119,501",-27.7,,"16,504,800",-100.0,,"3,000,869",-100.0,,"32,520,450",-100.0,,"5,912,805",-100.0,,"16,590,470",-100.0,,"3,016,447",-100.0,,"18,316,630",-100.0,,"3,330,294",-100.0,,"21,224,950",-100.0,,"3,859,086",-100.0,"22,255,850",,0.0,"4,046,521",,0.0,"53,624,570",,0.0,"9,749,919",,0.0,"171,300",,0.0,"31,146",,0.0,,,,,,,,,,,,
R001/8202,야탑점,#,지정되지 않음,"120,837,180","108,237,228",11.6,"100,598,252","95,203,060",5.7,,"25,074,234",-100.0,,"22,526,102",-100.0,,"17,318,044",-100.0,,"15,505,801",-100.0,,"21,459,283",-100.0,,"19,257,846",-100.0,,"21,422,334",-100.0,,"19,300,223",-100.0,,"22,963,333",-100.0,,"18,613,088",-100.0,"23,204,639",,0.0,"20,497,167",,0.0,"22,232,661",,0.0,"18,131,724",,0.0,"24,377,438",,0.0,"19,569,965",,0.0,"24,875,238",,0.0,"20,894,646",,0.0,"26,147,204",,0.0,"21,504,750",,0.0
R001/8203,인천점,결과,,"2,087,287,010","1,839,234,326",13.5,"365,401,353","347,518,510",5.1,,"382,283,081",-100.0,,"71,846,466",-100.0,,"327,343,687",-100.0,,"63,889,788",-100.0,,"350,582,100",-100.0,,"65,600,249",-100.0,,"382,898,424",-100.0,,"74,169,571",-100.0,,"396,127,034",-100.0,,"72,012,436",-100.0,"425,745,772",,0.0,"77,787,689",,0.0,"346,671,886",,0.0,"65,563,509",,0.0,"422,840,112",,0.0,"72,979,025",,0.0,"425,678,725",,0.0,"73,284,806",,0.0,"466,350,515",,0.0,"75,786,324",,0.0
R001/8203,인천점,B845,모던하우스공통(MODERN HOUSE,"1,443,397,045","1,230,576,290",17.3,"142,090,226","119,629,227",18.8,,"233,707,120",-100.0,,"22,712,952",-100.0,,"233,477,140",-100.0,,"22,574,562",-100.0,,"261,847,830",-100.0,,"25,321,072",-100.0,,"229,838,220",-100.0,,"22,371,834",-100.0,,"271,705,980",-100.0,,"26,648,807",-100.0,"269,534,450",,0.0,"26,701,337",,0.0,"250,851,250",,0.0,"24,717,611",,0.0,"311,926,780",,0.0,"30,675,222",,0.0,"266,811,900",,0.0,"26,312,100",,0.0,"344,272,665",,0.0,"33,683,956",,0.0
R001/8203,인천점,C048,풋볼그라운드,"10,144,000","14,346,000",-29.3,"922,182","1,304,183",-29.3,,"2,640,000",-100.0,,"240,000",-100.0,,"2,306,000",-100.0,,"209,637",-100.0,,"4,240,000",-100.0,,"385,455",-100.0,,"2,420,000",-100.0,,"220,000",-100.0,,"2,740,000",-100.0,,"249,091",-100.0,"640,000",,0.0,"58,182",,0.0,"2,234,000",,0.0,"203,091",,0.0,"2,260,000",,0.0,"205,455",,0.0,"2,550,000",,0.0,"231,818",,0.0,"2,460,000",,0.0,"223,636",,0.0
R001/8203,인천점,H533,좋은숨,"30,793,800","60,130,320",-48.8,"6,438,708","12,572,702",-48.8,,"7,738,900",-100.0,,"1,618,134",-100.0,,"8,426,700",-100.0,,"1,761,945",-100.0,,"7,332,500",-100.0,,"1,533,157",-100.0,,"22,599,120",-100.0,,"4,725,271",-100.0,,"14,033,100",-100.0,,"2,934,195",-100.0,"12,686,900",,0.0,"2,652,717",,0.0,"6,344,900",,0.0,"1,326,661",,0.0,"11,762,000",,0.0,"2,459,330",,0.0,,,,,,,,,,,,
R001/8203,인천점,H545,수엔지,"27,570,000","19,469,700",41.6,"6,265,909","4,424,932",41.6,,"19,469,700",-100.0,,"4,424,932",-100.0,,,,,,,,,,,,,,,,,,,,,,,,,"27,570,000",,0.0,"6,265,909",,0.0,,,,,,,,,,,,,,,,,,,,,,,,
R001/8203,인천점,H625,알리페즈,"22,924,200","26,563,400",-13.7,"3,126,026","3,622,284",-13.7,,"26,563,400",-100.0,,"3,622,284",-100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"22,924,200",,0.0,"3,126,026",,0.0,,,,,,
R001/8203,인천점,H628,ELO,,"17,981,208",-100.0,,"3,269,311",-100.0,,,,,,,,,,,,,,,,,,,,"17,981,208",-100.0,,"3,269,311",-100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R001/8203,인천점,H809,충전돼지,"126,256","183,140",-31.1,"45,911","66,596",-31.1,,,,,,,,"50,860",-100.0,,"18,495",-100.0,,"57,630",-100.0,,"20,956",-100.0,,"52,655",-100.0,,"19,147",-100.0,,"21,995",-100.0,,"7,998",-100.0,"28,867",,0.0,"10,497",,0.0,"26,120",,0.0,"9,498",,0.0,"10,997",,0.0,"3,999",,0.0,"42,402",,0.0,"15,419",,0.0,"17,870",,0.0,"6,498",,0.0
R001/8203,인천점,H914,케이텍,,"23,126,100",-100.0,,"4,204,745",-100.0,,"5,518,000",-100.0,,"1,003,273",-100.0,,"6,119,500",-100.0,,"1,112,636",-100.0,,"2,853,500",-100.0,,"518,818",-100.0,,"4,418,600",-100.0,,"803,382",-100.0,,"4,216,500",-100.0,,"766,636",-100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R001/8203,인천점,H967,몽드블랑,,"35,587,100",-100.0,,"3,831,743",-100.0,,"25,978,900",-100.0,,"2,695,689",-100.0,,"-19,800",100.0,,"-1,800",100.0,,,,,,,,"9,628,000",-100.0,,"1,137,854",-100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R001/8203,인천점,I021,리치랜드,"124,857,400","110,897,100",12.6,"22,701,346","20,163,110",12.6,,"17,024,000",-100.0,,"3,095,272",-100.0,,"19,129,000",-100.0,,"3,477,997",-100.0,,"20,385,100",-100.0,,"3,706,382",-100.0,,"27,434,000",-100.0,,"4,988,001",-100.0,,"26,925,000",-100.0,,"4,895,458",-100.0,"18,365,000",,0.0,"3,339,086",,0.0,"18,615,100",,0.0,"3,384,567",,0.0,"18,510,800",,0.0,"3,365,601",,0.0,"29,989,200",,0.0,"5,452,583",,0.0,"39,377,300",,0.0,"7,159,509",,0.0
R001/8203,인천점,I050,포트메리온,"27,070,700",,0.0,"3,199,264",,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"27,070,700",,0.0,"3,199,264",,0.0,,,,,,,,,,,,,,,,,,,,,,,,
R001/8203,인천점,I111,에스엠디지털락커,"102,000","236,000",-56.8,"27,819","64,363",-56.8,,"46,000",-100.0,,"12,545",-100.0,,"57,000",-100.0,,"15,545",-100.0,,"50,860",-100.0,,"13,871",-100.0,,,,,,,,"82,140",-100.0,,"22,402",-100.0,"60,000",,0.0,"16,364",,0.0,,,,,,,,,,,,,"42,000",,0.0,"11,455",,0.0,,,,,,
R001/8203,인천점,I193,엠엘디자인퍼니처,,"2,200,000",-100.0,,"320,000",-100.0,,"2,200,000",-100.0,,"320,000",-100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R001/8203,인천점,I200,루루포헤,,"4,351,200",-100.0,,"652,680",-100.0,,,,,,,,,,,,,,,,,,,,,,,,,,"4,351,200",-100.0,,"652,680",-100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R001/8203,인천점,I214,하늘아이,"21,838,000",,0.0,"5,955,820",,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,957,000",,0.0,"1,079,182",,0.0,"6,561,000",,0.0,"1,789,364",,0.0,"6,165,000",,0.0,"1,681,364",,0.0,"5,155,000",,0.0,"1,405,910",,0.0
R001/8203,인천점,I261,피렌체안경원,"7,374,000","11,173,000",-34.0,"1,742,948","2,640,896",-34.0,,"1,710,000",-100.0,,"404,182",-100.0,,"2,638,000",-100.0,,"623,528",-100.0,,"2,575,000",-100.0,,"608,635",-100.0,,"2,350,000",-100.0,,"555,459",-100.0,,"1,900,000",-100.0,,"449,092",-100.0,"1,250,000",,0.0,"295,455",,0.0,"1,172,000",,0.0,"277,019",,0.0,"1,642,000",,0.0,"388,109",,0.0,"1,520,000",,0.0,"359,272",,0.0,"1,790,000",,0.0,"423,093",,0.0
R001/8203,인천점,I301,테팔,"36,604,100",,0.0,"3,327,644",,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"36,604,100",,0.0,"3,327,644",,0.0,,,,,,
R001/8203,인천점,I415,코르시카나,"58,121,010","36,472,000",59.4,"9,510,708","5,968,146",59.4,,,,,,,,,,,,,,"6,495,000",-100.0,,"1,062,817",-100.0,,"16,560,000",-100.0,,"2,709,819",-100.0,,"13,417,000",-100.0,,"2,195,510",-100.0,"15,980,000",,0.0,"2,614,909",,0.0,"10,620,000",,0.0,"1,737,817",,0.0,"14,582,000",,0.0,"2,386,143",,0.0,"9,705,000",,0.0,"1,588,091",,0.0,"7,234,010",,0.0,"1,183,748",,0.0
R001/8203,인천점,I763,인까사,"106,379,600","51,880,000",105.0,"15,473,398","7,546,180",105.0,,,,,,,,"16,560,000",-100.0,,"2,408,727",-100.0,,"4,920,000",-100.0,,"715,637",-100.0,,"11,360,000",-100.0,,"1,652,362",-100.0,,"19,040,000",-100.0,,"2,769,454",-100.0,"17,625,000",,0.0,"2,563,636",,0.0,"17,587,000",,0.0,"2,558,109",,0.0,"20,748,600",,0.0,"3,017,977",,0.0,"14,656,000",,0.0,"2,131,784",,0.0,"35,763,000",,0.0,"5,201,892",,0.0
R001/8203,인천점,#,지정되지 않음,"169,984,899","194,061,768",-12.4,"144,573,444","157,237,412",-8.1,,"39,687,061",-100.0,,"31,697,203",-100.0,,"38,599,287",-100.0,,"31,688,516",-100.0,,"39,824,680",-100.0,,"31,713,449",-100.0,,"38,256,621",-100.0,,"31,717,131",-100.0,,"37,694,119",-100.0,,"30,421,113",-100.0,"34,934,855",,0.0,"30,070,333",,0.0,"35,264,516",,0.0,"30,269,954",,0.0,"34,835,935",,0.0,"28,687,825",,0.0,"34,668,923",,0.0,"29,047,250",,0.0,"30,280,670",,0.0,"26,498,082",,0.0
R001/8204,평택점,결과,,"1,382,042,373","1,202,124,089",15.0,"173,527,907","161,240,961",7.6,,"201,253,598",-100.0,,"27,958,448",-100.0,,"221,330,707",-100.0,,"29,049,707",-100.0,,"304,336,198",-100.0,,"42,455,115",-100.0,,"225,422,824",-100.0,,"29,114,345",-100.0,,"249,780,762",-100.0,,"32,663,346",-100.0,"225,115,359",,0.0,"29,851,988",,0.0,"267,245,097",,0.0,"35,023,808",,0.0,"277,982,822",,0.0,"34,299,170",,0.0,"305,878,729",,0.0,"38,714,936",,0.0,"305,820,366",,0.0,"35,638,005",,0.0
R001/8204,평택점,B845,모던하우스공통(MODERN HOUSE,"1,041,146,750","927,892,490",12.2,"103,344,962","88,871,772",16.3,,"164,311,730",-100.0,,"15,778,196",-100.0,,"179,125,910",-100.0,,"17,045,683",-100.0,,"192,454,630",-100.0,,"18,344,066",-100.0,,"176,459,530",-100.0,,"16,974,742",-100.0,,"215,540,690",-100.0,,"20,729,085",-100.0,"189,643,760",,0.0,"18,910,633",,0.0,"195,916,950",,0.0,"19,489,367",,0.0,"203,267,080",,0.0,"20,101,719",,0.0,"198,604,160",,0.0,"19,615,348",,0.0,"253,714,800",,0.0,"25,227,895",,0.0
R001/8204,평택점,H545,수엔지,"13,698,800","40,841,900",-66.5,"3,113,364","9,282,249",-66.5,,,,,,,,,,,,,,"33,941,700",-100.0,,"7,714,022",-100.0,,"-259,800",100.0,,"-59,046",100.0,,"7,160,000",-100.0,,"1,627,273",-100.0,,,,,,,,,,,,,,,,,,,,,,,,,"13,698,800",,0.0,"3,113,364",,0.0
R001/8204,평택점,H625,알리페즈,"21,392,400","16,363,900",30.7,"2,917,148","2,231,442",30.7,,,,,,,,"16,403,900",-100.0,,"2,236,896",-100.0,,"-40,000",100.0,,"-5,454",100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"21,392,400",,0.0,"2,917,148",,0.0,,,,,,
R001/8204,평택점,H636,아르페지오,"6,459,800",,0.0,"1,468,138",,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6,459,800",,0.0,"1,468,138",,0.0,,,,,,
R001/8204,평택점,H967,몽드블랑,,"20,150,160",-100.0,,"2,381,382",-100.0,,,,,,,,,,,,,,"20,150,160",-100.0,,"2,381,382",-100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R001/8204,평택점,I060,메가박스,"159,912,936","127,961,293",25.0,"15,991,291","12,796,127",25.0,,"26,000,000",-100.0,,"2,600,000",-100.0,,"16,500,000",-100.0,,"1,650,000",-100.0,,"28,000,000",-100.0,,"2,800,000",-100.0,,"40,000,000",-100.0,,"4,000,000",-100.0,,"17,461,293",-100.0,,"1,746,127",-100.0,"25,962,123",,0.0,"2,596,210",,0.0,"41,251,232",,0.0,"4,125,123",,0.0,"30,000,000",,0.0,"3,000,000",,0.0,"50,000,000",,0.0,"5,000,000",,0.0,"12,699,581",,0.0,"1,269,958",,0.0
R001/8204,평택점,I102,글라스락,"20,148,400","20,125,300",0.1,"2,747,508","2,744,359",0.1,,,,,,,,,,,,,,"20,154,200",-100.0,,"2,748,299",-100.0,,"-28,900",100.0,,"-3,940",100.0,,,,,,,,,,,,,"20,148,400",,0.0,"2,747,508",,0.0,0,,0.0,0,,0.0,,,,,,,,,,,,
R001/8204,평택점,I815,바디프랜드,"468,000",,0.0,"127,637",,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"41,000",,0.0,"11,182",,0.0,,,,,,,"427,000",,0.0,"116,455",,0.0
R001/8204,평택점,I873,리턴마켓,"76,436,660",,0.0,"6,948,786",,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"35,404,530",,0.0,"3,218,593",,0.0,"20,506,700",,0.0,"1,864,246",,0.0,"20,525,430",,0.0,"1,865,947",,0.0
R001/8204,평택점,#,지정되지 않음,"42,378,627","48,789,046",-13.1,"36,869,073","42,933,630",-14.1,,"10,941,868",-100.0,,"9,580,252",-100.0,,"9,300,897",-100.0,,"8,117,128",-100.0,,"9,675,508",-100.0,,"8,472,800",-100.0,,"9,251,994",-100.0,,"8,202,589",-100.0,,"9,618,779",-100.0,,"8,560,861",-100.0,"9,509,476",,0.0,"8,345,145",,0.0,"9,928,515",,0.0,"8,661,810",,0.0,"9,270,212",,0.0,"7,967,676",,0.0,"8,915,669",,0.0,"7,850,056",,0.0,"4,754,755",,0.0,"4,044,386",,0.0
R001/8205,평촌2점,결과,,"4,083,166,086","3,088,402,412",32.2,"644,501,376","519,721,127",24.0,,"645,275,792",-100.0,,"107,219,373",-100.0,,"557,426,454",-100.0,,"98,379,583",-100.0,,"577,731,185",-100.0,,"99,083,681",-100.0,,"526,477,377",-100.0,,"93,153,557",-100.0,,"781,491,604",-100.0,,"121,884,933",-100.0,"793,935,626",,0.0,"125,140,391",,0.0,"845,534,185",,0.0,"128,555,589",,0.0,"795,385,208",,0.0,"124,994,028",,0.0,"690,671,563",,0.0,"111,912,528",,0.0,"957,639,504",,0.0,"153,898,840",,0.0
R001/8205,평촌2점,B845,모던하우스공통(MODERN HOUSE,"1,671,780,280","1,411,489,230",18.4,"156,934,821","132,580,053",18.4,,"261,289,310",-100.0,,"24,575,537",-100.0,,"244,614,920",-100.0,,"23,016,571",-100.0,,"270,445,950",-100.0,,"25,410,916",-100.0,,"241,245,460",-100.0,,"22,632,924",-100.0,,"393,893,590",-100.0,,"36,944,105",-100.0,"319,100,940",,0.0,"29,954,134",,0.0,"307,577,770",,0.0,"28,865,545",,0.0,"329,970,980",,0.0,"30,974,171",,0.0,"296,112,820",,0.0,"27,813,408",,0.0,"419,017,770",,0.0,"39,327,563",,0.0
R001/8205,평촌2점,D547,좋은영화,"1,046,541,243","629,952,221",66.1,"114,168,133","68,722,056",66.1,,"177,694,325",-100.0,,"19,384,835",-100.0,,"107,724,095",-100.0,,"11,751,717",-100.0,,"106,211,234",-100.0,,"11,586,682",-100.0,,"89,919,829",-100.0,,"9,809,432",-100.0,,"148,402,738",-100.0,,"16,189,390",-100.0,"185,527,837",,0.0,"20,239,401",,0.0,"236,770,311",,0.0,"25,829,485",,0.0,"252,557,032",,0.0,"27,551,675",,0.0,"150,567,457",,0.0,"16,425,541",,0.0,"221,118,606",,0.0,"24,122,031",,0.0
R001/8205,평촌2점,H470,킴스안경클럽,"105,659,000","94,875,000",11.4,"17,289,653","15,524,999",11.4,,"16,749,000",-100.0,,"2,740,743",-100.0,,"17,148,000",-100.0,,"2,806,035",-100.0,,"21,075,000",-100.0,,"3,448,638",-100.0,,"19,877,000",-100.0,,"3,252,601",-100.0,,"20,026,000",-100.0,,"3,276,982",-100.0,"20,410,000",,0.0,"3,339,819",,0.0,"17,651,000",,0.0,"2,888,343",,0.0,"19,000,000",,0.0,"3,109,091",,0.0,"24,800,000",,0.0,"4,058,179",,0.0,"23,798,000",,0.0,"3,894,221",,0.0
R001/8205,평촌2점,H580,인따르시아,,"24,957,800",-100.0,,"6,806,676",-100.0,,"10,448,100",-100.0,,"2,849,484",-100.0,,"8,219,000",-100.0,,"2,241,546",-100.0,,"6,290,700",-100.0,,"1,715,646",-100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R001/8205,평촌2점,H625,알리페즈,"139,677,000","139,493,800",0.1,"22,856,234","22,826,262",0.1,,"28,570,400",-100.0,,"4,675,161",-100.0,,"23,588,800",-100.0,,"3,859,986",-100.0,,"25,548,900",-100.0,,"4,180,727",-100.0,,"32,585,400",-100.0,,"5,332,154",-100.0,,"29,200,300",-100.0,,"4,778,234",-100.0,"36,454,400",,0.0,"5,965,267",,0.0,"28,728,900",,0.0,"4,701,093",,0.0,"28,311,300",,0.0,"4,632,757",,0.0,"22,035,800",,0.0,"3,605,854",,0.0,"24,146,600",,0.0,"3,951,263",,0.0
R001/8205,평촌2점,H636,아르페지오,"12,566,400",,0.0,"2,856,000",,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9,437,300",,0.0,"2,144,841",,0.0,"3,129,100",,0.0,"711,159",,0.0,,,,,,
R001/8205,평촌2점,H649,아임슬리핑,"201,055,100","162,848,600",23.5,"45,694,342","36,586,999",24.9,,"30,249,000",-100.0,,"6,874,772",-100.0,,"33,199,000",-100.0,,"7,545,229",-100.0,,"23,607,000",-100.0,,"5,365,227",-100.0,,"21,685,700",-100.0,,"4,901,409",-100.0,,"54,107,900",-100.0,,"11,900,362",-100.0,"55,556,400",,0.0,"12,626,453",,0.0,"33,964,200",,0.0,"7,719,135",,0.0,"37,395,200",,0.0,"8,498,907",,0.0,"33,605,000",,0.0,"7,637,505",,0.0,"40,534,300",,0.0,"9,212,342",,0.0
R001/8205,평촌2점,H911,타카플레이,"61,158,800","60,895,400",0.4,"9,451,812","9,411,105",0.4,,"15,959,900",-100.0,,"2,466,530",-100.0,,"14,564,100",-100.0,,"2,250,813",-100.0,,"11,061,100",-100.0,,"1,709,443",-100.0,,"8,050,200",-100.0,,"1,244,122",-100.0,,"11,260,100",-100.0,,"1,740,197",-100.0,"16,629,900",,0.0,"2,570,074",,0.0,"13,887,900",,0.0,"2,146,309",,0.0,"10,361,800",,0.0,"1,601,369",,0.0,"7,226,700",,0.0,"1,116,856",,0.0,"13,052,500",,0.0,"2,017,204",,0.0
R001/8205,평촌2점,I038,랄라컬쳐클럽,"188,137,395",,0.0,"20,524,071",,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"48,751,060",,0.0,"5,318,295",,0.0,"55,336,860",,0.0,"6,036,748",,0.0,"-2,855,810",,0.0,"-311,540",,0.0,"39,382,055",,0.0,"4,296,220",,0.0,"47,523,230",,0.0,"5,184,348",,0.0
R001/8205,평촌2점,I102,글라스락,"28,192,660",,0.0,"3,844,455",,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"20,543,000",,0.0,"2,801,321",,0.0,"7,649,660",,0.0,"1,043,134",,0.0,,,,,,
R001/8205,평촌2점,I284,오락노리,,"21,784,100",-100.0,,"3,564,671",-100.0,,"4,067,000",-100.0,,"665,509",-100.0,,"9,309,500",-100.0,,"1,523,373",-100.0,,"3,130,900",-100.0,,"512,329",-100.0,,"2,501,000",-100.0,,"409,255",-100.0,,"2,775,700",-100.0,,"454,205",-100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R001/8205,평촌2점,I301,테팔,"77,485,300",,0.0,"7,044,117",,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"24,440,600",,0.0,"2,221,874",,0.0,"53,044,700",,0.0,"4,822,243",,0.0
R001/8205,평촌2점,I339,온누리스토어,,0,0.0,,1,-100.0,,0,0.0,,1,-100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R001/8205,평촌2점,I341,캐치티니핑,,"6,137,700",-100.0,,"1,115,946",-100.0,,"1,526,400",-100.0,,"277,527",-100.0,,"2,014,100",-100.0,,"366,200",-100.0,,"917,200",-100.0,,"166,764",-100.0,,"668,700",-100.0,,"121,582",-100.0,,"1,011,300",-100.0,,"183,873",-100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R001/8205,평촌2점,I469,브루미즈,"23,503,300","5,885,800",299.3,"2,564,003","642,086",299.3,,,,,,,,,,,,,,,,,,,,,,,,,,"5,885,800",-100.0,,"642,086",-100.0,"6,104,900",,0.0,"665,991",,0.0,"5,949,700",,0.0,"649,059",,0.0,"4,717,200",,0.0,"514,604",,0.0,"1,958,800",,0.0,"213,687",,0.0,"4,772,700",,0.0,"520,662",,0.0
R001/8205,평촌2점,I815,바디프랜드,"3,914,400",,0.0,"1,067,564",,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,211,300",,0.0,"330,355",,0.0,"1,177,500",,0.0,"321,136",,0.0,"1,525,600",,0.0,"416,073",,0.0
R001/8205,평촌2점,I958,파도가,"4,903,700",,0.0,"1,180,770",,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,903,700",,0.0,"1,180,770",,0.0
R001/8205,평촌2점,T518,보니타하우스,"112,854,460","150,695,150",-25.1,"13,337,346","17,751,955",-24.9,,"32,767,940",-100.0,,"3,872,568",-100.0,,"28,726,520",-100.0,,"3,394,950",-100.0,,"31,316,660",-100.0,,"3,701,060",-100.0,,"26,037,520",-100.0,,"3,077,160",-100.0,,"31,846,510",-100.0,,"3,706,217",-100.0,"32,189,900",,0.0,"3,804,264",,0.0,"70,895,540",,0.0,"8,378,564",,0.0,"9,769,020",,0.0,"1,154,518",,0.0,,,,,,,,,,,,
R001/8205,평촌2점,T522,데일리라이크,"185,801,720","183,620,870",1.2,"30,403,916","30,047,046",1.2,,"27,272,640",-100.0,,"4,462,797",-100.0,,"29,100,750",-100.0,,"4,761,938",-100.0,,"38,864,980",-100.0,,"6,359,724",-100.0,,"44,627,700",-100.0,,"7,302,713",-100.0,,"43,754,800",-100.0,,"7,159,874",-100.0,"33,501,550",,0.0,"5,482,072",,0.0,"34,098,800",,0.0,"5,579,803",,0.0,"33,890,800",,0.0,"5,545,766",,0.0,"37,775,810",,0.0,"6,181,495",,0.0,"46,534,760",,0.0,"7,614,780",,0.0
R001/8205,평촌2점,#,지정되지 않음,"219,935,328","195,766,741",12.3,"195,284,139","174,141,272",12.1,,"38,681,777",-100.0,,"34,373,909",-100.0,,"39,217,669",-100.0,,"34,861,225",-100.0,,"39,261,561",-100.0,,"34,926,525",-100.0,,"39,278,868",-100.0,,"35,070,205",-100.0,,"39,326,866",-100.0,,"34,909,408",-100.0,"39,708,739",,0.0,"35,174,621",,0.0,"40,673,204",,0.0,"35,761,505",,0.0,"41,076,086",,0.0,"36,446,193",,0.0,"40,810,261",,0.0,"36,266,480",,0.0,"57,667,038",,0.0,"51,635,340",,0.0
R001/8206,강남점,결과,,"2,652,632,216","2,401,381,365",10.5,"430,996,548","420,735,751",2.4,,"438,794,648",-100.0,,"80,232,102",-100.0,,"425,147,552",-100.0,,"80,981,173",-100.0,,"512,095,567",-100.0,,"86,659,460",-100.0,,"482,011,760",-100.0,,"83,735,273",-100.0,,"543,331,838",-100.0,,"89,127,743",-100.0,"473,403,399",,0.0,"78,462,499",,0.0,"465,328,516",,0.0,"85,569,903",,0.0,"552,902,255",,0.0,"92,064,290",,0.0,"501,227,763",,0.0,"80,810,534",,0.0,"659,770,283",,0.0,"94,089,322",,0.0
