,,,년월,전체 결과,전체 결과,전체 결과,전체 결과,전체 결과,전체 결과,2025-01,2025-01,2025-01,2025-01,2025-01,2025-01,2025-02,2025-02,2025-02,2025-02,2025-02,2025-02,2025-03,2025-03,2025-03,2025-03,2025-03,2025-03,2025-04,2025-04,2025-04,2025-04,2025-04,2025-04,2025-05,2025-05,2025-05,2025-05,2025-05,2025-05,2026-01,2026-01,2026-01,2026-01,2026-01,2026-01,2026-02,2026-02,2026-02,2026-02,2026-02,2026-02,2026-03,2026-03,2026-03,2026-03,2026-03,2026-03,2026-04,2026-04,2026-04,2026-04,2026-04,2026-04,2026-05,2026-05,2026-05,2026-05,2026-05,2026-05
,,,,총 매출액,총 매출액,총 매출액,매출 총 이익,매출 총 이익,매출 총 이익,총 매출액,총 매출액,총 매출액,매출 총 이익,매출 총 이익,매출 총 이익,총 매출액,총 매출액,총 매출액,매출 총 이익,매출 총 이익,매출 총 이익,총 매출액,총 매출액,총 매출액,매출 총 이익,매출 총 이익,매출 총 이익,총 매출액,총 매출액,총 매출액,매출 총 이익,매출 총 이익,매출 총 이익,총 매출액,총 매출액,총 매출액,매출 총 이익,매출 총 이익,매출 총 이익,총 매출액,총 매출액,총 매출액,매출 총 이익,매출 총 이익,매출 총 이익,총 매출액,총 매출액,총 매출액,매출 총 이익,매출 총 이익,매출 총 이익,총 매출액,총 매출액,총 매출액,매출 총 이익,매출 총 이익,매출 총 이익,총 매출액,총 매출액,총 매출액,매출 총 이익,매출 총 이익,매출 총 이익,총 매출액,총 매출액,총 매출액,매출 총 이익,매출 총 이익,매출 총 이익
,,,구조,2026-01-01,[-] 2025-01-01,"1~2기간
R001/8222,부천점,I137,컬러몬,"9,245,000","7,615,000",21.4,"1,680,909","1,384,545",21.4,,"2,320,000",-100.0,,"421,818",-100.0,,"1,340,000",-100.0,,"243,636",-100.0,,"1,650,000",-100.0,,"300,000",-100.0,,"1,205,000",-100.0,,"219,091",-100.0,,"1,100,000",-100.0,,"200,000",-100.0,"1,915,000",,0.0,"348,182",,0.0,"1,935,000",,0.0,"351,818",,0.0,"2,115,000",,0.0,"384,545",,0.0,"1,295,000",,0.0,"235,455",,0.0,"1,985,000",,0.0,"360,909",,0.0
R001/8222,부천점,I234,매직드림,"9,956,000","10,573,000",-5.8,"2,172,219","2,306,837",-5.8,,"2,114,000",-100.0,,"461,236",-100.0,,"2,543,000",-100.0,,"554,836",-100.0,,"1,901,000",-100.0,,"414,764",-100.0,,"1,649,000",-100.0,,"359,782",-100.0,,"2,366,000",-100.0,,"516,219",-100.0,"2,260,000",,0.0,"493,091",,0.0,"1,999,000",,0.0,"436,145",,0.0,"1,457,000",,0.0,"317,891",,0.0,"1,956,000",,0.0,"426,764",,0.0,"2,284,000",,0.0,"498,328",,0.0
R001/8222,부천점,I284,오락노리,"10,000,000","13,321,100",-24.9,"1,818,182","2,422,018",-24.9,,"2,186,500",-100.0,,"397,545",-100.0,,"3,197,000",-100.0,,"581,273",-100.0,,"3,274,000",-100.0,,"595,273",-100.0,,"2,100,600",-100.0,,"381,927",-100.0,,"2,563,000",-100.0,,"466,000",-100.0,"1,857,500",,0.0,"337,727",,0.0,"2,755,400",,0.0,"500,982",,0.0,"1,870,100",,0.0,"340,018",,0.0,"1,240,600",,0.0,"225,564",,0.0,"2,276,400",,0.0,"413,891",,0.0
R001/8222,부천점,I302,캐칭덕,"6,852,000",,0.0,"1,245,819",,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,650,000",,0.0,"300,000",,0.0,"1,350,000",,0.0,"245,455",,0.0,"1,382,000",,0.0,"251,273",,0.0,"1,161,000",,0.0,"211,091",,0.0,"1,309,000",,0.0,"238,000",,0.0
R001/8222,부천점,I417,풀리오,,"11,557,000",-100.0,,"1,891,145",-100.0,,,,,,,,,,,,,,"5,899,000",-100.0,,"965,290",-100.0,,"5,658,000",-100.0,,"925,855",-100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R001/8222,부천점,I514,일루,"11,726,500",,0.0,"1,492,464",,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,120,500",,0.0,"397,155",,0.0,"2,406,500",,0.0,"306,282",,0.0,"1,259,000",,0.0,"160,236",,0.0,"2,655,500",,0.0,"337,973",,0.0,"2,285,000",,0.0,"290,818",,0.0
R001/8222,부천점,I604,그라미,"6,462,940",,0.0,"1,175,080",,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,321,600",,0.0,"422,109",,0.0,"986,200",,0.0,"179,309",,0.0,"650,500",,0.0,"118,273",,0.0,"1,437,980",,0.0,"261,451",,0.0,"1,066,660",,0.0,"193,938",,0.0
R001/8222,부천점,I788,일러스타,"112,798,802",,0.0,"10,173,428",,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9,909,210",,0.0,"844,458",,0.0,"27,582,850",,0.0,"2,567,266",,0.0,"27,685,850",,0.0,"2,689,637",,0.0,"21,414,590",,0.0,"1,912,702",,0.0,"26,206,302",,0.0,"2,159,365",,0.0
R001/8222,부천점,I815,바디프랜드,"4,331,100",,0.0,"1,181,209",,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"527,000",,0.0,"143,727",,0.0,"1,259,000",,0.0,"343,364",,0.0,"1,230,500",,0.0,"335,591",,0.0,"1,314,600",,0.0,"358,527",,0.0
R001/8222,부천점,I961,피치스트로베리,"28,673,000",,0.0,"4,691,946",,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"28,673,000",,0.0,"4,691,946",,0.0
R001/8222,부천점,I963,아임팟,"6,093,700",,0.0,"1,035,929",,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6,093,700",,0.0,"1,035,929",,0.0
R001/8222,부천점,T596,데코라인,,"121,467,800",-100.0,,"16,563,790",-100.0,,"20,701,500",-100.0,,"2,822,933",-100.0,,"20,281,200",-100.0,,"2,765,616",-100.0,,"26,545,000",-100.0,,"3,619,774",-100.0,,"54,717,100",-100.0,,"7,461,421",-100.0,,"-777,000",100.0,,"-105,954",100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R001/8222,부천점,#,지정되지 않음,"60,147,757","65,883,334",-8.7,"53,514,334","59,486,277",-10.0,,"14,920,954",-100.0,,"13,477,256",-100.0,,"12,924,123",-100.0,,"11,670,431",-100.0,,"12,666,692",-100.0,,"11,431,267",-100.0,,"12,671,303",-100.0,,"11,438,198",-100.0,,"12,700,262",-100.0,,"11,469,125",-100.0,"12,346,587",,0.0,"11,089,163",,0.0,"12,532,865",,0.0,"11,074,298",,0.0,"11,449,200",,0.0,"10,123,965",,0.0,"12,250,657",,0.0,"10,947,148",,0.0,"11,568,448",,0.0,"10,279,760",,0.0
R001/8223,덕천점,결과,,"393,954,937","344,475,923",14.4,"77,360,334","66,979,366",15.5,,"104,692,206",-100.0,,"14,397,727",-100.0,,"55,050,288",-100.0,,"15,395,826",-100.0,,"16,181,938",-100.0,,"6,464,074",-100.0,,"41,111,027",-100.0,,"8,438,342",-100.0,,"127,440,464",-100.0,,"22,283,397",-100.0,"81,393,564",,0.0,"13,472,673",,0.0,"56,785,201",,0.0,"13,177,143",,0.0,"83,619,253",,0.0,"13,164,608",,0.0,"43,134,598",,0.0,"10,608,485",,0.0,"129,022,321",,0.0,"26,937,425",,0.0
R001/8223,덕천점,H499,락앤락,"61,702,980","178,156,020",-65.4,"8,414,045","24,294,001",-65.4,,"90,566,720",-100.0,,"12,350,005",-100.0,,,,,,,,,,,,,,,,,,,,"87,589,300",-100.0,,"11,943,996",-100.0,"61,702,980",,0.0,"8,414,045",,0.0,,,,,,,,,,,,,,,,,,,,,,,,
R001/8223,덕천점,H625,알리페즈,"38,183,600",,0.0,"5,206,857",,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"38,183,600",,0.0,"5,206,857",,0.0,,,,,,,,,,,,
R001/8223,덕천점,H773,커스티,"33,799,100",,0.0,"7,681,614",,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"19,345,400",,0.0,"4,396,682",,0.0,,,,,,,"14,453,700",,0.0,"3,284,932",,0.0,,,,,,
R001/8223,덕천점,H866,보몽드,"79,581,800","31,576,000",152.0,"19,533,718","7,750,471",152.0,,,,,,,,,,,,,,,,,,,,"6,293,000",-100.0,,"1,544,645",-100.0,,"25,283,000",-100.0,,"6,205,826",-100.0,,,,,,,,,,,,,,,,,,,,,,,,,"79,581,800",,0.0,"19,533,718",,0.0
R001/8223,덕천점,H915,다원레져,"8,351,000",,0.0,"1,897,955",,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,670,000",,0.0,"379,546",,0.0,"1,861,000",,0.0,"422,954",,0.0,"2,089,000",,0.0,"474,773",,0.0,"1,210,000",,0.0,"275,000",,0.0,"1,521,000",,0.0,"345,682",,0.0
R001/8223,덕천점,I050,포트메리온,"29,544,610","34,291,180",-13.8,"3,491,633","4,173,090",-16.3,,,,,,,,"34,323,140",-100.0,,"4,177,449",-100.0,,"-31,960",100.0,,"-4,359",100.0,,,,,,,,,,,,,,,,,,,,,,,,,"29,544,610",,0.0,"3,491,633",,0.0,,,,,,,,,,,,
R001/8223,덕천점,I102,글라스락,,"25,174,400",-100.0,,"3,432,873",-100.0,,,,,,,,,,,,,,,,,,,,"25,174,400",-100.0,,"3,432,873",-100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R001/8223,덕천점,I301,테팔,"33,319,800",,0.0,"3,029,074",,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"33,319,800",,0.0,"3,029,074",,0.0
R001/8223,덕천점,I822,까유,"43,769,860",,0.0,"8,753,972",,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,799,790",,0.0,"759,958",,0.0,"21,560,400",,0.0,"4,312,080",,0.0,,,,,,,"18,409,670",,0.0,"3,681,934",,0.0,,,,,,
R001/8223,덕천점,I899,블럭버스,"52,099,000","53,026,200",-1.7,"7,104,404","7,230,850",-1.7,,"13,928,600",-100.0,,"1,899,359",-100.0,,"9,831,900",-100.0,,"1,340,712",-100.0,,"10,672,600",-100.0,,"1,455,354",-100.0,,"6,828,000",-100.0,,"931,091",-100.0,,"11,765,100",-100.0,,"1,604,334",-100.0,"11,614,000",,0.0,"1,583,727",,0.0,"11,233,500",,0.0,"1,531,839",,0.0,"11,047,500",,0.0,"1,506,476",,0.0,"6,278,500",,0.0,"856,156",,0.0,"11,925,500",,0.0,"1,626,206",,0.0
R001/8223,덕천점,#,지정되지 않음,"13,603,187","22,252,123",-38.9,"12,247,062","20,098,081",-39.1,,"196,886",-100.0,,"148,363",-100.0,,"10,895,248",-100.0,,"9,877,665",-100.0,,"5,541,298",-100.0,,"5,013,079",-100.0,,"2,815,627",-100.0,,"2,529,733",-100.0,,"2,803,064",-100.0,,"2,529,241",-100.0,"2,606,794",,0.0,"2,335,397",,0.0,"2,784,901",,0.0,"2,513,588",,0.0,"2,754,543",,0.0,"2,484,869",,0.0,"2,782,728",,0.0,"2,510,463",,0.0,"2,674,221",,0.0,"2,402,745",,0.0
R001/8224,송파점,결과,,"2,437,621,695","2,148,063,507",13.5,"292,059,504","274,222,869",6.5,,"360,251,794",-100.0,,"45,636,727",-100.0,,"341,967,423",-100.0,,"43,445,906",-100.0,,"469,299,119",-100.0,,"59,194,979",-100.0,,"564,959,158",-100.0,,"74,476,128",-100.0,,"411,586,013",-100.0,,"51,469,129",-100.0,"413,118,947",,0.0,"49,881,484",,0.0,"445,649,723",,0.0,"52,112,349",,0.0,"447,782,812",,0.0,"52,299,221",,0.0,"567,334,605",,0.0,"74,003,326",,0.0,"563,735,608",,0.0,"63,763,124",,0.0
R001/8224,송파점,B845,모던하우스공통(MODERN HOUSE,"1,845,079,127","1,615,893,210",14.2,"172,867,083","151,370,744",14.2,,"307,235,250",-100.0,,"28,777,356",-100.0,,"297,662,730",-100.0,,"27,885,898",-100.0,,"365,808,850",-100.0,,"34,264,386",-100.0,,"292,255,400",-100.0,,"27,374,652",-100.0,,"352,930,980",-100.0,,"33,068,452",-100.0,"355,421,950",,0.0,"33,297,321",,0.0,"336,420,700",,0.0,"31,515,999",,0.0,"396,155,410",,0.0,"37,122,130",,0.0,"285,206,520",,0.0,"26,723,464",,0.0,"471,874,547",,0.0,"44,208,169",,0.0
R001/8224,송파점,D069,무인상점24,"20,704,600","26,276,100",-21.2,"2,766,887","3,511,443",-21.2,,"2,967,900",-100.0,,"396,619",-100.0,,"5,846,100",-100.0,,"781,252",-100.0,,"6,574,200",-100.0,,"878,552",-100.0,,"5,003,900",-100.0,,"668,703",-100.0,,"5,884,000",-100.0,,"786,317",-100.0,"3,517,100",,0.0,"470,012",,0.0,"4,248,000",,0.0,"567,687",,0.0,"5,620,700",,0.0,"751,129",,0.0,"3,913,800",,0.0,"523,026",,0.0,"3,405,000",,0.0,"455,033",,0.0
R001/8224,송파점,D355,글라스락,,"16,313,200",-100.0,,"2,224,528",-100.0,,,,,,,,,,,,,,"16,313,200",-100.0,,"2,224,528",-100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R001/8224,송파점,E406,인생네컷,"23,154,000","26,921,000",-14.0,"2,441,695","2,838,941",-14.0,,"8,790,000",-100.0,,"926,945",-100.0,,"7,026,000",-100.0,,"740,923",-100.0,,"3,392,000",-100.0,,"357,702",-100.0,,"5,680,500",-100.0,,"599,035",-100.0,,"2,032,500",-100.0,,"214,336",-100.0,"6,026,500",,0.0,"635,522",,0.0,"5,207,500",,0.0,"549,155",,0.0,"4,137,500",,0.0,"436,318",,0.0,"4,135,000",,0.0,"436,055",,0.0,"3,647,500",,0.0,"384,645",,0.0
R001/8224,송파점,H499,락앤락,"194,635,500","220,484,000",-11.7,"26,541,208","30,066,002",-11.7,,,,,,,,,,,,,,,,,,,,"220,564,600",-100.0,,"30,076,990",-100.0,,"-80,600",100.0,,"-10,988",100.0,,,,,,,,,,,,,,,,,,,"194,559,500",,0.0,"26,530,844",,0.0,"76,000",,0.0,"10,364",,0.0
R001/8224,송파점,H545,수엔지,,"16,937,600",-100.0,,"3,849,452",-100.0,,,,,,,,,,,,,,"16,937,600",-100.0,,"3,849,452",-100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R001/8224,송파점,H594,지포트리,"3,905,500","25,059,900",-84.4,"710,089","4,556,342",-84.4,,"10,136,000",-100.0,,"1,842,906",-100.0,,,,,,,,"7,684,400",-100.0,,"1,397,163",-100.0,,,,,,,,"7,239,500",-100.0,,"1,316,273",-100.0,"3,905,500",,0.0,"710,089",,0.0,,,,,,,,,,,,,,,,,,,,,,,,
R001/8224,송파점,H625,알리페즈,"15,353,600",,0.0,"2,093,672",,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5,754,100",,0.0,"784,651",,0.0,"9,599,500",,0.0,"1,309,021",,0.0
R001/8224,송파점,H626,쿤리콘,"6,088,500","4,873,000",24.9,"1,383,748","1,107,500",24.9,,,,,,,,,,,,,,,,,,,,"4,873,000",-100.0,,"1,107,500",-100.0,,,,,,,"1,626,000",,0.0,"369,545",,0.0,"989,000",,0.0,"224,772",,0.0,,,,,,,"3,473,500",,0.0,"789,431",,0.0,,,,,,
R001/8224,송파점,H639,아이러브허브,,"-59,000",100.0,,"-13,409",100.0,,"-59,000",100.0,,"-13,409",100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R001/8224,송파점,H911,타카플레이,"18,879,700",,0.0,"2,574,504",,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,671,400",,0.0,"637,010",,0.0,"3,732,600",,0.0,"508,989",,0.0,"3,884,000",,0.0,"529,638",,0.0,"2,847,000",,0.0,"388,228",,0.0,"3,744,700",,0.0,"510,639",,0.0
R001/8224,송파점,H967,몽드블랑,,"18,990,900",-100.0,,"2,244,376",-100.0,,,,,,,,,,,,,,"18,990,900",-100.0,,"2,244,376",-100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R001/8224,송파점,I095,아네로,"78,780,500","88,039,500",-10.5,"17,904,661","20,008,980",-10.5,,"13,081,000",-100.0,,"2,972,955",-100.0,,"11,312,500",-100.0,,"2,571,023",-100.0,,"18,060,500",-100.0,,"4,104,658",-100.0,,"21,024,500",-100.0,,"4,778,298",-100.0,,"24,561,000",-100.0,,"5,582,046",-100.0,"12,205,500",,0.0,"2,773,979",,0.0,"10,736,000",,0.0,"2,440,003",,0.0,"14,375,000",,0.0,"3,267,044",,0.0,"21,490,000",,0.0,"4,884,090",,0.0,"19,974,000",,0.0,"4,539,545",,0.0
R001/8224,송파점,I128,유원토이,"409,000","570,000",-28.2,"130,136","181,364",-28.2,,"120,000",-100.0,,"38,182",-100.0,,"230,000",-100.0,,"73,182",-100.0,,"220,000",-100.0,,"70,000",-100.0,,0,0.0,,0,0.0,,,,,,,"94,000",,0.0,"29,909",,0.0,,,,,,,"175,000",,0.0,"55,682",,0.0,,,,,,,"140,000",,0.0,"44,545",,0.0
R001/8224,송파점,I141,다니엘컴퍼니,"30,473,500","29,306,000",4.0,"6,094,700","5,861,200",4.0,,"3,103,500",-100.0,,"620,700",-100.0,,"8,333,000",-100.0,,"1,666,600",-100.0,,"4,557,500",-100.0,,"911,500",-100.0,,"4,905,000",-100.0,,"981,000",-100.0,,"8,407,000",-100.0,,"1,681,400",-100.0,"6,458,500",,0.0,"1,291,700",,0.0,"3,905,500",,0.0,"781,100",,0.0,"7,641,000",,0.0,"1,528,200",,0.0,"4,245,000",,0.0,"849,000",,0.0,"8,223,500",,0.0,"1,644,700",,0.0
R001/8224,송파점,I220,편안공간,"9,137,500","4,674,000",95.5,"2,200,996","1,232,235",78.6,,"194,000",-100.0,,"51,145",-100.0,,"1,070,000",-100.0,,"282,091",-100.0,,"1,218,000",-100.0,,"321,109",-100.0,,"1,074,000",-100.0,,"283,145",-100.0,,"1,118,000",-100.0,,"294,745",-100.0,"2,470,500",,0.0,"593,768",,0.0,"1,145,000",,0.0,"278,700",,0.0,"1,949,000",,0.0,"469,282",,0.0,"2,207,000",,0.0,"528,791",,0.0,"1,366,000",,0.0,"330,455",,0.0
R001/8224,송파점,I284,오락노리,"17,540,100",,0.0,"2,710,743",,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5,343,100",,0.0,"825,752",,0.0,"2,949,500",,0.0,"455,832",,0.0,"4,522,000",,0.0,"698,855",,0.0,"2,973,100",,0.0,"459,479",,0.0,"1,752,400",,0.0,"270,825",,0.0
R001/8224,송파점,I365,인우엔터프라이즈,,"4,751,000",-100.0,,"1,079,772",-100.0,,"4,751,000",-100.0,,"1,079,772",-100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R001/8224,송파점,I686,대교 트니트니PLUS,"128,561,500",,0.0,"11,687,411",,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,360,000",,0.0,"214,545",,0.0,"66,530,500",,0.0,"6,048,228",,0.0,"984,500",,0.0,"89,499",,0.0,"26,812,500",,0.0,"2,437,500",,0.0,"31,874,000",,0.0,"2,897,639",,0.0
R001/8224,송파점,#,지정되지 않음,"44,919,068","49,033,097",-8.4,"39,951,971","44,103,399",-9.4,,"9,932,144",-100.0,,"8,943,556",-100.0,,"10,487,093",-100.0,,"9,444,937",-100.0,,"9,541,969",-100.0,,"8,571,553",-100.0,,"9,578,258",-100.0,,"8,606,805",-100.0,,"9,493,633",-100.0,,"8,536,548",-100.0,"9,018,897",,0.0,"8,032,332",,0.0,"9,785,423",,0.0,"8,741,884",,0.0,"8,338,702",,0.0,"7,351,444",,0.0,"9,717,585",,0.0,"8,668,767",,0.0,"8,058,461",,0.0,"7,157,544",,0.0
R001/8226,논현점,결과,,,"927,351,132",-100.0,,"119,665,816",-100.0,,"161,303,206",-100.0,,"23,895,073",-100.0,,"141,022,549",-100.0,,"18,623,273",-100.0,,"158,696,091",-100.0,,"20,194,753",-100.0,,"150,911,724",-100.0,,"21,908,092",-100.0,,"315,417,562",-100.0,,"35,044,625",-100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R001/8226,논현점,B845,모던하우스공통(MODERN HOUSE,,"820,177,080",-100.0,,"79,380,973",-100.0,,"114,686,155",-100.0,,"11,162,630",-100.0,,"130,945,430",-100.0,,"12,698,162",-100.0,,"148,083,045",-100.0,,"14,355,529",-100.0,,"120,051,230",-100.0,,"11,646,052",-100.0,,"306,411,220",-100.0,,"29,518,600",-100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R001/8226,논현점,H545,수엔지,,"45,532,700",-100.0,,"10,348,339",-100.0,,"24,979,000",-100.0,,"5,677,045",-100.0,,,,,,,,,,,,,,"20,553,700",-100.0,,"4,671,294",-100.0,,0,0.0,,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R001/8226,논현점,H916,키즈맥스,,"1,302,000",-100.0,,"236,728",-100.0,,"533,000",-100.0,,"96,909",-100.0,,"304,000",-100.0,,"55,273",-100.0,,"2,000",-100.0,,364,-100.0,,"463,000",-100.0,,"84,182",-100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R001/8226,논현점,H967,몽드블랑,,"10,653,300",-100.0,,"1,106,278",-100.0,,"10,653,300",-100.0,,"1,106,278",-100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R001/8226,논현점,I128,유원토이,,"1,368,000",-100.0,,"435,273",-100.0,,"325,000",-100.0,,"103,409",-100.0,,"351,000",-100.0,,"111,682",-100.0,,"238,000",-100.0,,"75,727",-100.0,,"203,000",-100.0,,"64,591",-100.0,,"251,000",-100.0,,"79,864",-100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R001/8226,논현점,#,지정되지 않음,,"48,318,052",-100.0,,"28,158,225",-100.0,,"10,126,751",-100.0,,"5,748,802",-100.0,,"9,422,119",-100.0,,"5,758,156",-100.0,,"10,373,046",-100.0,,"5,763,133",-100.0,,"9,640,794",-100.0,,"5,441,973",-100.0,,"8,755,342",-100.0,,"5,446,161",-100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R001/8227,강서점,결과,,"6,472,414,236","5,975,941,331",8.3,"793,124,513","717,242,497",10.6,,"1,173,407,299",-100.0,,"139,050,924",-100.0,,"1,124,732,128",-100.0,,"138,197,183",-100.0,,"1,288,358,016",-100.0,,"151,722,189",-100.0,,"1,126,785,918",-100.0,,"135,441,654",-100.0,,"1,262,657,970",-100.0,,"152,830,547",-100.0,"1,198,634,617",,0.0,"147,230,254",,0.0,"1,266,523,288",,0.0,"159,088,521",,0.0,"1,428,888,575",,0.0,"174,651,219",,0.0,"1,232,985,992",,0.0,"155,544,126",,0.0,"1,345,381,764",,0.0,"156,610,393",,0.0
R001/8227,강서점,B845,모던하우스공통(MODERN HOUSE,"2,869,230,301","2,569,906,400",11.6,"269,160,399","241,046,437",11.7,,"489,710,830",-100.0,,"45,967,064",-100.0,,"474,857,640",-100.0,,"44,516,312",-100.0,,"580,532,220",-100.0,,"54,434,945",-100.0,,"460,056,250",-100.0,,"43,150,471",-100.0,,"564,749,460",-100.0,,"52,977,645",-100.0,"529,962,570",,0.0,"49,744,529",,0.0,"527,344,120",,0.0,"49,506,175",,0.0,"600,998,721",,0.0,"56,357,518",,0.0,"505,948,890",,0.0,"47,431,278",,0.0,"704,976,000",,0.0,"66,120,899",,0.0
R001/8227,강서점,E331,배터리몬,"61,000","70,000",-12.9,"11,090","12,728",-12.9,,,,,,,,,,,,,,"35,000",-100.0,,"6,364",-100.0,,,,,,,,"35,000",-100.0,,"6,364",-100.0,,,,,,,"20,000",,0.0,"3,636",,0.0,"9,000",,0.0,"1,636",,0.0,"15,000",,0.0,"2,727",,0.0,"17,000",,0.0,"3,091",,0.0
R001/8227,강서점,E406,인생네컷,"20,530,000","25,372,500",-19.1,"2,612,908","3,229,227",-19.1,,"6,294,000",-100.0,,"801,055",-100.0,,"5,783,000",-100.0,,"736,018",-100.0,,"5,479,500",-100.0,,"697,391",-100.0,,"3,705,000",-100.0,,"471,545",-100.0,,"4,111,000",-100.0,,"523,218",-100.0,"4,094,500",,0.0,"521,118",,0.0,"4,403,500",,0.0,"560,445",,0.0,"4,739,500",,0.0,"603,209",,0.0,"3,089,500",,0.0,"393,209",,0.0,"4,203,000",,0.0,"534,927",,0.0
R001/8227,강서점,E859,미니파크,"2,448,900","2,119,300",15.6,"333,941","288,996",15.6,,"383,100",-100.0,,"52,241",-100.0,,"282,200",-100.0,,"38,482",-100.0,,"519,300",-100.0,,"70,814",-100.0,,"468,900",-100.0,,"63,941",-100.0,,"465,800",-100.0,,"63,518",-100.0,"344,100",,0.0,"46,923",,0.0,"344,100",,0.0,"46,923",,0.0,"562,800",,0.0,"76,745",,0.0,"485,200",,0.0,"66,164",,0.0,"712,700",,0.0,"97,186",,0.0
R001/8227,강서점,H584,제스파,"72,952,600","85,874,000",-15.0,"12,600,904","14,832,777",-15.0,,"9,201,000",-100.0,,"1,589,265",-100.0,,"11,541,000",-100.0,,"1,993,443",-100.0,,"11,260,000",-100.0,,"1,944,907",-100.0,,"26,462,000",-100.0,,"4,570,709",-100.0,,"27,410,000",-100.0,,"4,734,453",-100.0,"21,354,000",,0.0,"3,688,416",,0.0,"16,363,300",,0.0,"2,826,389",,0.0,"29,099,300",,0.0,"5,026,244",,0.0,"6,136,000",,0.0,"1,059,855",,0.0,,,,,,
R001/8227,강서점,H595,포하우스,,"18,673,260",-100.0,,"3,055,619",-100.0,,"10,492,860",-100.0,,"1,717,009",-100.0,,"8,229,200",-100.0,,"1,346,596",-100.0,,"-48,800",100.0,,"-7,986",100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R001/8227,강서점,H613,레노마홈,"158,960,260","160,142,830",-0.7,"30,346,966","30,572,713",-0.7,,"23,178,050",-100.0,,"4,424,900",-100.0,,"30,153,400",-100.0,,"5,756,555",-100.0,,"34,185,920",-100.0,,"6,526,402",-100.0,,"30,882,800",-100.0,,"5,895,806",-100.0,,"41,742,660",-100.0,,"7,969,050",-100.0,"25,844,830",,0.0,"4,934,012",,0.0,"38,540,340",,0.0,"7,357,704",,0.0,"51,437,790",,0.0,"9,819,940",,0.0,"43,137,300",,0.0,"8,235,310",,0.0,,,,,,
R001/8227,강서점,H625,알리페즈,"158,923,560","148,229,000",7.2,"28,895,190","26,950,723",7.2,,"29,257,800",-100.0,,"5,319,601",-100.0,,"39,529,900",-100.0,,"7,187,254",-100.0,,"25,815,200",-100.0,,"4,693,672",-100.0,,"30,949,800",-100.0,,"5,627,233",-100.0,,"22,676,300",-100.0,,"4,122,963",-100.0,"35,281,900",,0.0,"6,414,895",,0.0,"28,332,600",,0.0,"5,151,384",,0.0,"37,645,800",,0.0,"6,844,691",,0.0,"36,379,460",,0.0,"6,614,443",,0.0,"21,283,800",,0.0,"3,869,777",,0.0
R001/8227,강서점,H628,ELO,"28,889,000",,0.0,"5,252,543",,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"16,009,000",,0.0,"2,910,728",,0.0,"12,890,000",,0.0,"2,343,633",,0.0,"-10,000",,0.0,"-1,818",,0.0,,,,,,,,,,,,
